,name,status,address,lat,long,id,rating,total ratings,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10
0,Ko Kret,,"Ko Kret, Pak Kret District, Nonthaburi 11120, Thailand",13.9114455,100.4761897,ChIJcaMWWAOF4jAR5z30rLFvg-Y,4.3,412.0,natural_feature,establishment,,,,,,,,
1,MR Kukrit Pramoj House,CLOSED_TEMPORARILY,"19 Naradhiwas Rajanagarindra 7 Alley, Yan Nawa, Sathon, Bangkok 10120, Thailand",13.7202778,100.5336111,ChIJkYhJSzKf4jARdpi3iCipBR0,4.2,328.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
2,Suan Luang Rama IX,CLOSED_TEMPORARILY,"Chaloem Phrakiat Ratchakan Thi 9 Rd, เเขวง หนองบอน Prawet, Bangkok 10250, Thailand",13.6881362,100.6581362,ChIJu1mpMZRgHTERRNTicTdIHxg,4.7,11672.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
3,Kamthieng House Museum,CLOSED_TEMPORARILY,"131 Asok Montri Rd, Khlong Toei, Watthana, Bangkok 10110, Thailand",13.7393284,100.5612902,ChIJVVVVVeSe4jARhfy8f6qXCpE,4.1,135.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
4,Bangkok Farmers' Market (Gateway Ekkamai),OPERATIONAL,"976, 9 Sukhumvit Rd, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",13.7191514,100.5853242,ChIJd_4eN6Wf4jARhZGN7Higbig,4.1,115.0,point_of_interest,establishment,,,,,,,,
5,Warehouse 30,OPERATIONAL,"48 Captain Bush Ln, Bang Rak, Bangkok 10500, Thailand",13.7283667,100.5145846,ChIJhbRNuNuY4jARnvfgK79ciCM,4.2,1138.0,art_gallery,tourist_attraction,cafe,restaurant,food,point_of_interest,clothing_store,store,establishment,
6,THE COMMONS,OPERATIONAL,"335 Akkhara Phatsadu Alley, Khwaeng Khlong Tan Nuea, Khet Watthana, Bangkok 10110, Thailand",13.7349737,100.5821383,ChIJmZKsCFOe4jARjZUEQW7WV58,4.4,2850.0,shopping_mall,point_of_interest,establishment,,,,,,,
7,Neilson Hays Library,OPERATIONAL,"195 Thanon Surawong, Suriya Wong, Bang Rak, Bangkok 10500, Thailand",13.7270705,100.523017,ChIJH1bYY9GY4jAR_FWlfQ5kgek,4.5,132.0,library,tourist_attraction,point_of_interest,establishment,,,,,,
8,Phayathai Palace,OPERATIONAL,"315 Ratchawithi Rd, Thung Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.7686261,100.5329005,ChIJ4Z0aebKe4jARPd4qGdUFvaA,4.6,651.0,museum,point_of_interest,establishment,,,,,,,
9,Queen Saovabha Memorial Institute,OPERATIONAL,"1871 Rama IV Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7323537,100.5327024,ChIJMbJCVyqf4jAR6Trq73lS4-k,4.4,95.0,local_government_office,health,point_of_interest,establishment,,,,,,
10,Lumphini Park,OPERATIONAL,"Rama IV Rd, Lumphini, Pathum Wan District, Bangkok 10330, Thailand",13.7314029,100.5414396,ChIJG7BL7Saf4jARNmn5AQiyAaw,4.5,27371.0,park,point_of_interest,establishment,,,,,,,
11,Samut Prakan Crocodile Farm and Zoo,OPERATIONAL,"หมู่ที่ 7 555 Thai Ban, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",13.5717502,100.5972679,ChIJrelJAECn4jARZflb5aM7BR0,3.6,3419.0,zoo,tourist_attraction,point_of_interest,establishment,,,,,,
12,Children’s Discovery Museum,CLOSED_TEMPORARILY,"810 Kamphaeng Phet 4 Rd, Chatuchak, Bangkok 10900, Thailand",13.8031103,100.5513518,ChIJiYe3uWuc4jARtODfpOuyAhQ,4.4,2304.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
13,Safari World,CLOSED_TEMPORARILY,"99 Panya Indra Rd, Sam Wa Tawan Tok, Khlong Sam Wa, Bangkok 10510, Thailand",13.866552,100.7063179,ChIJu3Kvbk1jHTERxDQviagK6ig,4.5,28421.0,zoo,tourist_attraction,point_of_interest,establishment,,,,,,
14,IMAGINIA Playland,CLOSED_TEMPORARILY,"The Emporium Shopping Complex 3rd fl., Sukhumvit 24 Rd., Klongton, Klongtoey, Bangkok 10110, Thailand",13.729784,100.568427,ChIJuXZ27Kyf4jARDelD7jGBKlQ,4.3,454.0,tourist_attraction,point_of_interest,establishment,,,,,,,
15,Siam Amazing Park สยามอะเมซิ่งพาร์ค,CLOSED_TEMPORARILY,"203 Suan Siam Rd, Khan Na Yao, Bangkok 10230, Thailand",13.8059892,100.6923284,ChIJrc78zJBjHTERdLG8EciM5Qs,4.3,9454.0,amusement_park,tourist_attraction,point_of_interest,establishment,,,,,,
16,SEA LIFE Bangkok Ocean World,OPERATIONAL,"B2 Floor, Siam Paragon Building, B1, 991 Rama I Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7464945,100.5350722,ChIJH4I85c2e4jARUMYLeiqfBd0,4.5,12507.0,tourist_attraction,aquarium,point_of_interest,establishment,,,,,,
17,Funarium,OPERATIONAL,"111/1 Sukhumvit 26 Alley, Khlong Tan Nuea, Watthana, Bangkok 10120, Thailand",13.7196961,100.5698663,ChIJTze1wQif4jAR_zsNLgm0l9M,4.3,711.0,tourist_attraction,point_of_interest,establishment,,,,,,,
18,KidZania,OPERATIONAL,"991 Rama I Rd, Khwaeng Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7477778,100.5352778,ChIJo66Bds6e4jARDv_a-Rri3vE,4.3,432.0,amusement_park,tourist_attraction,point_of_interest,establishment,,,,,,
19,Dream World,OPERATIONAL,"62 หมู่ที่ 1 ถนน รังสิต - องครักษ์ Bueng Yitho, Thanyaburi District, Pathum Thani 12130, Thailand",13.9877146,100.6748425,ChIJD_Ph9PF-HTERKo_7Kxa8k0g,4.4,11503.0,amusement_park,parking,point_of_interest,establishment,,,,,,
20,Thanon Khao San,,"Thanon Khao San, Khwaeng Talat Yot, Khet Phra Nakhon, Krung Thep Maha Nakhon 10200, Thailand",13.7589009,100.4972507,ChIJDR23yhKZ4jARdqd5AHsct0A,4.4,141.0,route,,,,,,,,,
21,Chatuchak Park,OPERATIONAL,"ซอย Kamphaeng Phet 3 Rd, Chatuchak, Bangkok 10900, Thailand",13.8077093,100.5533847,ChIJnZuu10Oc4jAR0DkLPbMAAQ8,4.4,3077.0,park,point_of_interest,establishment,,,,,,,
22,Queen Sirikit Park,OPERATIONAL,"200/1 Kamphaeng Phet 2 Rd, Chatuchak, Bangkok 10900, Thailand",13.8075119,100.5505577,ChIJiYe3uWuc4jARYAJGPbMAAR0,4.5,4036.0,park,tourist_attraction,point_of_interest,establishment,,,,,,
23,Science Center for Education and Planetarium,CLOSED_TEMPORARILY,"928 Sukhumvit Rd, Phra Khanong, เขตค ลองเตย Bangkok 10110, Thailand",13.7199964,100.582982,ChIJnUa-d6Wf4jARp1M-LNKpKCw,4.3,718.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
24,Vachirabenjatas Park,OPERATIONAL,"Kamphaeng Phet 3 Rd, Lat Yao, Chatuchak, Bangkok 10900, Thailand",13.8128693,100.5545288,ChIJTw-JsUKc4jAREpXc3JmuyAE,4.6,6292.0,park,point_of_interest,establishment,,,,,,,
25,Bangkok National Museum,OPERATIONAL,"Na Phra That Alley, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7581967,100.4918003,ChIJbXZLwgyZ4jARO_0Exd6l_lU,4.5,3799.0,museum,point_of_interest,establishment,,,,,,,
26,Chatuchak Weekend Market,OPERATIONAL,"สวนจตุจักร Kamphaeng Phet 2 Rd, Chatuchak, Bangkok 10900, Thailand",13.7995293,100.549153,ChIJ3fiD6BSc4jARS324hNeR8ZE,4.4,38329.0,point_of_interest,establishment,,,,,,,,
27,Benchasiri Park,CLOSED_TEMPORARILY,"สุขุมวิท22-24 Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",13.7305322,100.5674344,ChIJt9HTSwKf4jARsDoLPbMAAQ8,4.4,4531.0,park,tourist_attraction,point_of_interest,establishment,,,,,,
28,Yaowarat Rd,,"Yaowarat Rd, Krung Thep Maha Nakhon, Thailand",13.7373927,100.5129381,ChIJ95Nh9yGZ4jARAjfcG2uIZFg,4.6,264.0,route,,,,,,,,,
29,Victory Monument,OPERATIONAL,"Phahonyothin Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.7649084,100.5382846,ChIJgV6P8rCe4jARDeGu63VNWdQ,4.3,8849.0,point_of_interest,establishment,,,,,,,,
30,MBK Center,OPERATIONAL,"444 Phayathai Rd, Wang Mai, Pathum Wan District, Bangkok 10330, Thailand",13.7447109,100.5299944,ChIJ7TZ3I5Of4jAR3lZ2lx-zXkA,4.3,21470.0,shopping_mall,point_of_interest,establishment,,,,,,,
31,The Erawan Museum,OPERATIONAL,"99 Bang Mueang Mai, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",13.6285799,100.5890052,ChIJo-94L-6g4jARk5L_12fOpxg,4.4,6653.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
32,Museum Siam,OPERATIONAL,"4 Sanam Chai Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.744147,100.494137,ChIJu2YM5gSZ4jARoL7Fey_yXy0,4.5,4483.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
33,Royal Thai Air Force Museum,OPERATIONAL,"171 Phahonyothin Rd, Sanambin, Don Mueang, Bangkok 10210, Thailand",13.9198989,100.6219872,ChIJX_JYLId9HTERCTFTP3xpi6c,4.6,1201.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
34,Rattanakosin Island,,"Rattanakosin Island, Wat Ratchabophit, Phra Nakhon, Bangkok 10200, Thailand",13.75,100.5,ChIJH7iU4BCZ4jAROgypWcy1ISQ,4.4,31.0,natural_feature,establishment,,,,,,,,
35,Bangkok Flower Market,OPERATIONAL,"ปากคลองตลาด สน พระราชวัง Bangkok, Thailand",13.7418033,100.4963673,ChIJL-UmnhyZ4jARuwY-UTadgnI,4.3,4884.0,tourist_attraction,point_of_interest,establishment,,,,,,,
36,Pratunam Market,OPERATIONAL,"ตลาดเช้าใบหยก Phayathai Rd, Khwaeng Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.7536318,100.5402642,ChIJsSK-Pc-e4jARb7gqQpPkGlY,4.2,21736.0,clothing_store,point_of_interest,store,establishment,,,,,,
37,National Museum of Royal Barges,OPERATIONAL,"80 1 Arun Amarin Rd, Arun Amarin, Bangkok Noi, Bangkok 10700, Thailand",13.761947,100.4845944,ChIJKe8xeXWZ4jARqJpZQhKighg,4.2,509.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
38,Benjakitti Park,OPERATIONAL,"Ratchadaphisek Rd, Khlong Toei, Bangkok 10110, Thailand",13.7299639,100.5578198,ChIJmfMfvBuf4jAR9rugvZd5Lyc,4.4,4743.0,park,point_of_interest,establishment,,,,,,,
39,Giant Swing,OPERATIONAL,"239 Dinso Rd, Bang Khun Phrom, Phra Nakhon, Bangkok 10200, Thailand",13.7518072,100.501356,ChIJX49VWsWZ4jARwEYBM0MDXnE,4.6,341.0,tourist_attraction,point_of_interest,establishment,,,,,,,
40,Bangkokian Museum,OPERATIONAL,"273 Saphan Yao Alley, Si Phraya, Bang Rak, Bangkok 10500, Thailand",13.7281433,100.5182074,ChIJR899CdqY4jAR9k0sJXIVHC4,4.5,656.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
41,Suan Pakkad Palace Museum,OPERATIONAL,"352 Thanon Si Ayutthaya, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.7568173,100.5374022,ChIJrxZPr9Cf4jARU8CUKdVjObs,4.8,13.0,museum,point_of_interest,establishment,,,,,,,
42,Sanam Luang,OPERATIONAL,"Ratchadamnoen Avenue, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7567319,100.4947375,ChIJ-WOptA2Z4jARRFoeZFcz_Gk,4.6,18016.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
43,Flow House,OPERATIONAL,"120/1 โครงการ เอ สแควร์ Sukhumvit 26 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",13.7203528,100.5672823,ChIJa7oJQA-f4jARSSV0G-L-bLI,4.5,745.0,point_of_interest,establishment,,,,,,,,
44,Pororo Aqua Park,OPERATIONAL,"ชั้น 6 ศูนย์การค้าเซ็นทรัลพลาซา บางนา 585 ซอย บางนา-ตราด 42 Bang Na, Bangkok 10260, Thailand",13.6688522,100.6347013,ChIJezKV7O5fHTERivA9WfWzK64,4.3,1241.0,tourist_attraction,amusement_park,point_of_interest,establishment,,,,,,
45,Bangkok Butterfly Garden and Insectarium,OPERATIONAL,"สวนวิชรเบญจทิศ(สวนรถไฟ Kamphaeng Phet 3 Rd, Lat Yao, Chatuchak, Bangkok 10900, Thailand",13.8095512,100.5549011,ChIJN1kUQ1yc4jARjpGEPYyF0S0,4.0,492.0,museum,tourist_attraction,park,point_of_interest,establishment,,,,,
46,Saen Saep,,"Saen Saep, Bangkok, Thailand",13.7463556,100.5606473,ChIJl5t3scye4jARmBlwO8slkQ0,3.7,52.0,natural_feature,establishment,,,,,,,,
47,Ananta Samakhom Throne Hall,OPERATIONAL,"71 Uthong Nai Alley, Dusit, Dusit District, Bangkok 10300, Thailand",13.7717,100.5131804,ChIJadHfY1uZ4jAR9P_WJy7RmzI,4.5,732.0,tourist_attraction,premise,point_of_interest,establishment,,,,,,
48,Rama VIII Bridge,OPERATIONAL,"Bang Yi Khan, Bang Phlat, Bangkok 10700, Thailand",13.7690298,100.4970684,ChIJnQy1ne2Z4jARflOArLa_Zj0,4.3,68.0,point_of_interest,establishment,,,,,,,,
49,Kwan-Riam Floating Market,OPERATIONAL,"Ramkhamhaeng 185 Alley, Min Buri, Bangkok 10510, Thailand",13.8001604,100.7093385,ChIJF8IG9HVkHTERjxMcy-0ZfcA,4.2,4599.0,tourist_attraction,point_of_interest,establishment,,,,,,,
50,Democracy Monument,OPERATIONAL,"Ratchadamnoen Avenue, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.7567046,100.5018897,ChIJcSDAnBSZ4jARttNZeRA3Wec,4.3,4258.0,point_of_interest,establishment,,,,,,,,
51,Chitralada Villa Royal Residence,OPERATIONAL,"Suan Chitlada, Dusit District, Bangkok 10300, Thailand",13.7693694,100.520816,ChIJfx96zk-Z4jAReV15DDQTHmY,4.5,235.0,tourist_attraction,point_of_interest,establishment,,,,,,,
52,SEA LIFE Bangkok Ocean World,OPERATIONAL,"B2 Floor, Siam Paragon Building, B1, 991 Rama I Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7464945,100.5350722,ChIJH4I85c2e4jARUMYLeiqfBd0,4.5,12507.0,tourist_attraction,aquarium,point_of_interest,establishment,,,,,,
53,Bangkok City Pillar Shrine ศาลหลักเมืองกรุงเทพมหานคร,OPERATIONAL,"Lak Muang Rd, Khwaeng Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7527348,100.4939037,ChIJbxEMbg6Z4jARJ7AV6fSNNeU,4.7,4700.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
54,Santiphap Park,OPERATIONAL,"Ratchawithi Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",13.76285,100.5413934,ChIJ144wX7ee4jARIDsLPbMAAQ8,4.4,2294.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
55,Phra Sumen Fort,OPERATIONAL,"Phra Athit Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7639689,100.4957524,ChIJb_OyCXKZ4jARN3QMU-Tnx8I,4.3,1371.0,tourist_attraction,point_of_interest,establishment,,,,,,,
56,Batcat Museum & Toys,OPERATIONAL,"44-40 Ramkhamhaeng 14 Alley, Hua Mak, Bang Kapi District, Bangkok 10240, Thailand",13.7498356,100.6137095,ChIJ67gCkZNhHTERXxlSxW0Un8c,4.1,175.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
57,Bhumibol 2 Bridge,OPERATIONAL,"Industrial Ring Rd, Bang Ya Phraek, Phra Pradaeng District, Samut Prakan 10130, Thailand",13.6604795,100.5392754,ChIJ5XrMC46h4jARF6_ehy5_zxo,4.6,237.0,point_of_interest,establishment,,,,,,,,
58,สวนน้ำ Fantasia Lagoon (The Mall Korat),OPERATIONAL,"1242 2 Mittraphap Rd, Nai Mueang, Mueang Nakhon Ratchasima District, Nakhon Ratchasima 30080, Thailand",14.9809493,102.0776182,ChIJg5ITWnBNGTERGL-X0NnGzlQ,4.5,43.0,amusement_park,point_of_interest,establishment,,,,,,,
59,King Prajadhipok Museum,OPERATIONAL,"2 Lan Luang Rd, Wat Sommanat, Pom Prap Sattru Phai, Bangkok 10100, Thailand",13.7560987,100.5064773,ChIJQ5p2ehWZ4jARGmpX6vHMs5k,4.6,323.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
60,Phra Phuttha Yodfa Memorial Bridge,OPERATIONAL,"ถนน ตรีเพชร แขวง Wang Burapha Phirom, Phra Nakhon, Bangkok 10200, Thailand",13.7392652,100.497583,ChIJOTrm4sGZ4jARpSnmEmkDMKs,4.5,132.0,point_of_interest,establishment,,,,,,,,
61,Rattanakosin Exhibition Hall,OPERATIONAL,"100 Ratchadamnoen Klang Rd, Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.7558541,100.5038224,ChIJGe2dNRSZ4jARXs-hTwCQmFI,4.6,1935.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
62,Ratchadaphisek Rd,,"Ratchadaphisek Rd, Tambon Lahan Sai, Amphoe Lahan Sai, Chang Wat Buri Ram 31170, Thailand",14.4121936,102.8659527,ChIJ5S-TAZEzGjERfKi2YZlokZc,,,route,,,,,,,,,
63,Thailand Cultural Centre,OPERATIONAL,"14 Thiam Ruam Mit Rd, Huai Khwang, Bangkok 10310, Thailand",13.7664917,100.5737694,ChIJYw5KDoie4jAR3YdTGCyu0kY,4.3,2802.0,point_of_interest,establishment,,,,,,,,
64,Wat Prayun Wongsawat Worawihan,OPERATIONAL,"24 Prajadhipok Rd, Wat Kanlaya, Thon Buri, Bangkok 10600, Thailand",13.7373733,100.4954672,ChIJ036XygKZ4jARO-khn0G0d1I,4.6,1898.0,tourist_attraction,place_of_worship,point_of_interest,establishment,,,,,,
65,Princess Mother Memorial Park,OPERATIONAL,"Somdet Chao Phraya 3 Alley, Khlong San, Bangkok 10600, Thailand",13.7366348,100.4994605,ChIJF1sbjx2Z4jARYDkLPbMAAQ8,4.5,652.0,park,tourist_attraction,point_of_interest,establishment,,,,,,
66,Saranrom Palace Park,OPERATIONAL,"Between the intersection of New Road and Rajini Road Phra Nakhon, Bangkok, Thailand",13.7481435,100.4950017,ChIJ29xTHBCZ4jARW6fp8aK8I-Q,4.4,2010.0,park,tourist_attraction,point_of_interest,establishment,,,,,,
67,Khlong Toei Market,OPERATIONAL,"1 Kasem Rat Rd, Khlong Toei, Bangkok 10110, Thailand",13.7190623,100.5602431,ChIJJdsrARGf4jARhGEaXUWpd-s,4.1,9587.0,tourist_attraction,point_of_interest,establishment,,,,,,,
68,Abhisek Dusit Throne Hall,CLOSED_TEMPORARILY,"Bangkok, จังหวัด กรุงเทพมหานคร 10300, Thailand",13.7735181,100.5131141,ChIJFf87vVuZ4jAR53mK8MjJVmQ,4.2,19.0,tourist_attraction,point_of_interest,establishment,,,,,,,
69,Santi Chai Prakan Public Park,OPERATIONAL,"Phra Athit Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7640578,100.4952696,ChIJ_0J6BXKZ4jAREKhaPbMAAR0,4.4,1875.0,park,tourist_attraction,point_of_interest,establishment,,,,,,
70,Phutthamonthon,OPERATIONAL,"3310 Salaya, Phutthamonthon District, Nakhon Pathom 73170, Thailand",13.776807,100.3210139,ChIJjx3eSm-U4jARRAHmkG5IPLM,4.6,469.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
71,Museum of Floral Culture,OPERATIONAL,"315 Samsen Rd, Khwaeng Thanon Nakhon Chai Si, Dusit District, Bangkok 10300, Thailand",13.789138,100.518518,ChIJ9Zh-K_ub4jAREtRcZiX-T64,4.3,301.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
72,Krung Thon Bridge (Sang Hi),OPERATIONAL,"Ratchawithi Rd, Khwaeng Wachira Phayaban, Dusit District, Bangkok 10300, Thailand",13.7809795,100.5024834,ChIJTdSuJ3OZ4jARPLjZglHe0n8,4.4,66.0,point_of_interest,establishment,,,,,,,,
73,YoYo Land,OPERATIONAL,"55 ถนน ศรีนครินทร์ Nong Bon, Prawet, Bangkok 10250, Thailand",13.6929436,100.6481416,ChIJtYZ3-3FgHTERuOoRx5YL8as,4.4,1198.0,amusement_park,tourist_attraction,point_of_interest,establishment,,,,,,
74,Queen Sirikit Museum of Textiles,OPERATIONAL,"Kings Palace Bangkok Thailand, Na Phra Lan Rd, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7519144,100.4907287,ChIJl1NxyA6Z4jARJFwEMEw9eyE,4.6,81.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
75,MSL Motorsports Land,OPERATIONAL,"1096, 1 Phahonyothin Rd, Chom Phon, Chatuchak, Bangkok 10900, Thailand",13.8204307,100.5657659,ChIJP-mRHlec4jARWcIWw4rSV3Y,4.0,211.0,point_of_interest,establishment,,,,,,,,
76,Thai Film Museum,OPERATIONAL,"94 ม 3 Phutthamonthon Sai 5 Road, Salaya, Phutthamonthon District, Nakhon Pathom 73170, Thailand",13.798912,100.303006,ChIJkb-Hx3iT4jAR99DExIxhfqo,4.5,1215.0,museum,movie_theater,library,tourist_attraction,point_of_interest,establishment,,,,
77,Bang Khun Phrom Palace,CLOSED_TEMPORARILY,"273 Samsen Rd, Wat Sam Phraya, Phra Nakhon, Bangkok 10200, Thailand",13.7684579,100.4996849,ChIJkYPEGm-Z4jARJxSHpxLxx08,4.5,198.0,museum,tourist_attraction,premise,point_of_interest,establishment,,,,,
78,Phra Pin Klao Bridge,OPERATIONAL,"ถนน สมเด็จพระปิ่นเกล้า Arun Amarin, Bangkok Noi, Bangkok 10700, Thailand",13.7619501,100.4908625,ChIJ74AxBc6Z4jARCnvYdWjZLCE,4.5,178.0,point_of_interest,establishment,,,,,,,,
79,Bang Na - Chon Buri Expy,,"Bang Na - Chon Buri Expy, Thailand",13.5906537,100.8241481,ChIJ4Qtt1bdEHTERtB34jjq56cc,,,route,,,,,,,,,
80,Amulet Market,OPERATIONAL,"1 ตรอก Sanam Phra, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok 10200, Thailand",13.7554495,100.4893269,ChIJLzAIlwuZ4jAR335j6rSmI1A,4.0,996.0,point_of_interest,store,establishment,,,,,,,
81,Chuvit Garden,OPERATIONAL,"Sukhumvit Rd, Khwaeng Khlong Toei, Watthana, Bangkok 10110, Thailand",13.7386707,100.5571646,ChIJZRR0UeGe4jARZZPCgpYj-28,4.2,657.0,park,point_of_interest,establishment,,,,,,,
82,Somdet Phra Srinagarindra Park,OPERATIONAL,"Prachachuen-Parkkred Rd, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",13.9312416,100.5513061,ChIJzWyfx72D4jARW6PTRFR3TnI,4.5,2043.0,tourist_attraction,park,point_of_interest,establishment,,,,,,
83,Princess Maha Chakri Sirindhorn Anthropology Centre,OPERATIONAL,"20 Borommaratchachonnani Rd, Chim Phli, Taling Chan, Bangkok 10170, Thailand",13.7841039,100.458843,ChIJa18LOh6a4jARK7Rwq8bv3c0,4.5,116.0,museum,point_of_interest,establishment,,,,,,,
84,BANGKOK CITYCITY GALLERY,OPERATIONAL,"13/3 Soi Atthakan Prasit, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",13.7235779,100.5446466,ChIJS5RzxCSf4jARGHFyDqJYf8M,4.5,276.0,art_gallery,tourist_attraction,point_of_interest,establishment,,,,,,
85,Bangkok Corrections Museum,OPERATIONAL,"436 Maha Chai Rd, Samran Rat, Phra Nakhon, Bangkok 10200, Thailand",13.7488127,100.5035371,ChIJ_V-xggWZ4jARqNL2G7PkRSc,3.3,59.0,museum,point_of_interest,establishment,,,,,,,
86,Phra Samut Chedi District,,"Phra Samut Chedi District, Samut Prakan 10290, Thailand",13.5737973,100.5521142,ChIJoSQMIi6k4jAR8FAMRTeSAQM,,,administrative_area_level_2,political,,,,,,,,
87,Mahakan Fort,OPERATIONAL,"Maha Chai Rd, Khwaeng Wat Bowon Niwet, Phra Nakhon, Bangkok 10200, Thailand",13.7556481,100.5055304,ChIJvRrYdxWZ4jARp3JWoSGK8Wo,4.3,220.0,tourist_attraction,point_of_interest,establishment,,,,,,,
88,Thai Labour Museum,OPERATIONAL,"ถนน มักกะสัน Makkasan, Ratchathewi, Bangkok 10400, Thailand",13.753118,100.549526,ChIJaconpsGe4jARx7HW5feZUZI,4.1,151.0,tourist_attraction,museum,point_of_interest,establishment,,,,,,
89,Siamese Fighting Fish Gallery,OPERATIONAL,"หมู่ 3, 18/1 ซอยวัดราษฎร์รังสรรค์ เพชรหึงส์, พระประแดง, Samut Prakan 10130, Thailand",13.6998738,100.5627375,ChIJCWRulG-f4jARYXrIxp7AWlg,3.9,571.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
90,14 October 73 Memorial,OPERATIONAL,"14, 16 Ratchadamnoen Avenue, Khwaeng Wat Bowon Niwet, Khet Phra Nakhon, Bangkok 10200, Thailand",13.7568251,100.4991112,ChIJmXGHHBOZ4jARrWIW5CfTW2A,4.0,426.0,tourist_attraction,point_of_interest,establishment,,,,,,,
91,Bangkok Dolls Shop and Museum,OPERATIONAL,"ติดร้าน7 และคอนโด K J S 85 ซอยหมอเหล็ง 11 ซอยรัชฏภัณฑ์ Makkasan, Ratchathewi, Bangkok 10400, Thailand",13.7593263,100.5467859,ChIJT6jrK7-e4jARPstsI9oAJqY,3.9,53.0,museum,tourist_attraction,point_of_interest,store,establishment,,,,,
92,"Easykart.net โกคาร์ท Go-Karting (Bangkok, RCA Plaza)",CLOSED_TEMPORARILY,"31/11 RCA Plaza, 2nd floor, RCA Alley, Bangkapi, Huai Khwang, Bangkok 10320, Thailand",13.7469041,100.5796179,ChIJl5SueVme4jARTtLZFG4qRI8,4.3,523.0,tourist_attraction,point_of_interest,establishment,,,,,,,
93,Bangkok Port,,"Bangkok Port, Khlong Toei, Bangkok 10110, Thailand",13.7037349,100.5754479,ChIJvaaR5J2f4jARbbXF-zeHptY,4.0,137.0,natural_feature,establishment,,,,,,,,
94,Rama IX Bridge,OPERATIONAL,"Chalerm Maha Nakhon Expy, Bang Phong Phang, Yan Nawa, Bangkok 10120, Thailand",13.6825277,100.517762,ChIJyRxPoWqj4jARZIYKbZXr8Qk,4.5,74.0,point_of_interest,establishment,,,,,,,,
95,Coin Museum,OPERATIONAL,"Chakrabongse Rd, Chana Songkhram, Phra Nakhon, Bangkok 10200, Thailand",13.7590235,100.4947399,ChIJQWNLSw2Z4jARukmqw8Kywss,4.3,71.0,tourist_attraction,finance,museum,point_of_interest,establishment,,,,,
96,Naval Museum,CLOSED_TEMPORARILY,"95 Sukhumvit Rd, Pak Nam, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",13.6097107,100.5960312,ChIJJ4isGseg4jAR7XC3v0Q5Fhk,4.1,228.0,museum,tourist_attraction,point_of_interest,establishment,,,,,,
