,name,status,address,lat,long,id,rating,total ratings,type1,type2,type3,type4,type5,type6,type7,type8,type9,type10
413,J.J Mall,OPERATIONAL,"588 Kamphaeng Phet 2 Rd, Chatuchak, Bangkok 10900, Thailand",13.8019063,100.5490098,ChIJQ2IA1xSc4jARPUC_qVZP9U4,4.1,10354.0,shopping_mall,point_of_interest,establishment,,,,,,,
414,Erawan Bangkok,OPERATIONAL,"494 Phloen Chit Rd, Pathum Wan, Pathum Wan District, Bangkok 10330, Thailand",13.7441914,100.5407641,ChIJGXVsXDqZ4jARV1PQncIC2mE,4.3,392.0,shopping_mall,point_of_interest,establishment,,,,,,,
415,Amarin Plaza,OPERATIONAL,"496, 502 Phloen Chit Rd, Lumphini, Pathum Wan District, Bangkok 10330, Thailand",13.7439979,100.5413947,ChIJ07E2m9qe4jARNi0un-C7wbw,4.0,4826.0,shopping_mall,point_of_interest,establishment,,,,,,,
416,Indra Square,OPERATIONAL,"Intra square shopping mall room 184,186 1'st floor Rajprarop Bangkok 10400, Thailand",13.749985,100.539608,ChIJi7fXn8ie4jARzQ45pT4zgpQ,4.1,1054.0,shopping_mall,point_of_interest,clothing_store,store,establishment,,,,,
417,ICONSIAM,OPERATIONAL,"299 Charoen Nakhon Rd, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand",13.7265909,100.5098542,ChIJFRjwgc2Z4jAR9JIadoa9YBY,4.6,21634.0,shopping_mall,point_of_interest,establishment,,,,,,,
418,Union Mall,OPERATIONAL,"54 ซอย ลาดพร้าว 1 Chom Phon, Chatuchak, Bangkok 10900, Thailand",13.8133637,100.5618612,ChIJ26Q5T0Wc4jAR_6-KmX4k2lA,4.2,10274.0,shopping_mall,point_of_interest,establishment,,,,,,,
419,Silom Complex,OPERATIONAL,"191 Si Lom, Khwaeng Silom, Bang Rak, Bangkok 10500, Thailand",13.728223,100.5351377,ChIJVcjmqy6f4jAR8IxVKD9-d2k,4.2,10075.0,shopping_mall,point_of_interest,establishment,,,,,,,
420,The Mall Bangkapi,OPERATIONAL,"3522 Lat Phrao Rd, Khlong Chan, Bang Kapi District, Bangkok 10240, Thailand",13.7660558,100.6424919,ChIJFYf_MI1hHTERmV2U89HVyko,4.4,16555.0,shopping_mall,point_of_interest,establishment,,,,,,,
421,Fortune Town,OPERATIONAL,"7 Ratchadaphisek Rd, Din Daeng, Bangkok 10400, Thailand",13.758045,100.5650372,ChIJaZ_TGEmd4jARSh-_q8-1gnw,4.2,9498.0,shopping_mall,point_of_interest,establishment,,,,,,,
422,K Village,OPERATIONAL,"93 95 Sukhumvit 26 Alley, เเขวง คลองตัน, Khlong Toei, Bangkok 10110, Thailand",13.7202827,100.5691208,ChIJL1jiygif4jARU-OLDRscF4Y,4.2,2017.0,shopping_mall,point_of_interest,establishment,,,,,,,
