,0,1
487,every,75.04906449688977
488,actually,74.90706463538272
489,impressed,74.89271112005821
490,rattanakosin,74.85318294585046
491,pas,74.85032170660246
492,thonburi,74.84424852490737
493,lose,74.84213855161062
494,khlong,74.77394951772811
495,foreign,74.75754885723164
496,majesty,74.75713010888951
497,invite,74.71815911728133
498,saw,74.66617506277406
499,plus,74.64942402298696
500,finish,74.63473272659357
501,sweet,74.46317874155484
502,security,74.44954252472455
503,around,74.44081903670669
504,travel,74.4389587067064
505,still,74.37409065056578
506,chicken,74.35036997634802
507,limited,74.31464837275276
508,environment,74.25532217008667
509,measure,74.15270834904517
510,fashion,74.148083363573
511,yet,74.07794916903728
512,okay,74.06318373903237
513,dish,74.03353209425568
514,i'm,73.97091794120227
515,meal,73.94408591574354
516,leave,73.79688218148323
517,thought,73.77963796805939
518,welcome,73.73713206984705
519,couple,73.72380447557276
520,speak,73.7001075262006
521,detail,73.68310031153999
522,living,73.57756458407066
523,already,73.53813535470849
524,jogging,73.53408493599787
525,small,73.43560561747599
526,helpful,73.41604552273218
527,card,73.39889796621593
528,hidden,73.3539610147923
529,dress,73.30114989957683
530,absolutely,73.26445629252699
531,close,73.26393719276302
532,red,73.24264102931733
533,piece,73.17156621636015
534,listen,73.16354499875219
535,begin,73.11925634042494
536,build,73.04173249808272
537,unfortunately,72.95040435339409
538,dance,72.94341587347496
539,know,72.93882152639212
540,others,72.88580882376516
541,become,72.84032023362622
542,follow,72.83861973550907
543,maybe,72.81041667063478
544,ago,72.78577712059608
545,bought,72.78465781942882
546,owner,72.70663816353743
547,scenery,72.68667207178567
548,min,72.67070916030454
549,jam,72.66242053132801
550,smell,72.64270651578481
551,add,72.61719822770333
552,else,72.57319365436965
553,woman,72.56544134417234
554,week,72.55525094072702
555,near,72.55057852629615
556,don’t,72.4856232597469
557,field,72.48540795344981
558,shrine,72.42260169969224
559,buying,72.41392409376324
560,later,72.34961621611012
561,painting,72.27865342347597
562,system,72.263056797618
563,addition,72.25979834472642
564,private,72.24456118628993
565,pass,72.23643972932878
566,amen,72.14426937279507
567,float,72.07957185108636
568,magnificent,72.05034045001173
569,serve,72.01456460227246
570,friday,71.93691826646439
571,color,71.91835755581693
572,path,71.81118064516845
573,japanese,71.76463046796569
574,brand,71.7458692167919
575,face,71.72965850714934
576,rather,71.62115192847439
577,avoid,71.61110507101264
578,clear,71.59385280023024
579,course,71.57206957384318
580,accessible,71.57184553717575
581,collect,71.57040566686436
582,blessing,71.56668264985065
583,bar,71.5604413594899
584,hundred,71.47821638958536
585,eye,71.47068805770617
586,route,71.45564786578625
587,throughout,71.42624016206064
588,receive,71.36540448334458
589,opening,71.30360138133892
590,daily,71.23946429231981
591,era,71.12089444001931
592,monument,71.12048249886297
593,map,71.1001734329002
594,rare,71.09324019963158
595,excite,71.05328197797887
596,waste,71.02025362261588
597,disappointed,70.95280434016641
598,head,70.92986112883828
599,usually,70.89620312168124
600,thai,70.85779397212212
601,simple,70.80392360449021
602,day,70.79083650085505
603,cultural,70.78114532742887
604,memory,70.71660121590338
605,government,70.71644272466744
606,exit,70.67306004604343
607,bike,70.64222672238166
608,regularly,70.62366116866173
609,nakhon,70.60146059815857
610,review,70.56360272423035
611,explain,70.54570904175858
612,believe,70.52794297032388
613,fast,70.46533971787193
614,din,70.40861955499874
615,stroll,70.31204602857201
616,lord,70.19297251660319
617,gold,70.1925611448889
618,preserve,70.18508774887296
619,white,70.1152900588185
620,table,70.04949535657501
621,join,70.03283403355303
622,cozy,69.89482672641518
623,meet,69.84997739694381
624,that's,69.82471052863018
625,buddhism,69.7553021990611
626,tire,69.75335394005675
627,antique,69.72066719568747
628,old,69.71406892429646
629,felt,69.68133135081882
630,fry,69.66868844814078
631,fair,69.65970311913408
632,fill,69.64496307922792
633,currently,69.63109307756856
634,return,69.61041207392945
635,spent,69.60763380099726
636,cold,69.57199192417147
637,purchase,69.56390139289717
638,rain,69.56197236867354
639,possible,69.55434304476255
640,sometimes,69.55052557272488
641,heat,69.54449149304197
642,tidy,69.52948257700692
643,decent,69.47087909943497
644,except,69.44556385108228
645,problem,69.44109075076864
646,landmark,69.38654167681456
647,look,69.30425950777386
648,dry,69.29997356000226
649,normal,69.22064151699121
650,talk,69.15792679761896
651,pavilion,69.09380426003446
652,roof,69.08873909192708
653,passing,69.07447581524801
654,foot,69.01330423000917
655,strong,68.95306405071149
656,dirty,68.9297025110129
657,open,68.82572146088852
658,gate,68.76933712906377
659,shade,68.76540215934284
660,festival,68.61965697021091
661,toy,68.57767914506677
662,rent,68.56447664510013
663,photography,68.4965215068594
664,cannot,68.48950743924523
665,structure,68.42593894577978
666,kept,68.40482699080755
667,drop,68.35120226690935
668,hope,68.27932318537556
669,plan,68.20089698557551
670,extremely,68.16740610373017
671,ayutthaya,68.14657076236502
672,dark,68.13059532512383
673,golden,68.12612770756999
674,idea,68.0972838672748
675,word,68.01839234446405
676,manage,68.00977634573648
677,health,68.00543584611839
678,suggest,68.00176621927591
679,muslim,67.93719514243257
680,grab,67.9326244500903
681,discount,67.91914850289989
682,o'clock,67.89968765745938
683,adjacent,67.88336395494179
684,cause,67.861181099259
685,monastery,67.7897005311712
686,bangkok's,67.73064540005672
687,relaxation,67.68628966365267
688,seller,67.65173326382525
689,motorcycle,67.5886735069407
690,google,67.54513700881657
691,model,67.5380831892653
692,ready,67.48925313688481
693,faith,67.48619362269551
694,told,67.37023897734439
695,hr,67.30888008383667
696,warm,67.24691882222581
697,gem,67.2376626785562
698,break,67.19517853988143
699,venue,67.13150033344051
700,playground,67.12322957029798
701,university,67.11314279501057
702,held,67.07787865778347
703,seafood,67.05435479122407
704,airconditioned,66.9409807270639
705,valuable,66.91448639745997
706,refresh,66.90320460066091
707,sport,66.89913642892354
708,nd,66.88407250618611
709,meditation,66.86211093298621
710,monday,66.82881709072852
711,divide,66.78964710597081
712,machine,66.78961451801267
713,rd,66.61493262211054
714,catch,66.57859819474994
715,international,66.5575029740704
716,someone,66.51052735079331
717,yes,66.48547651371207
718,lack,66.48259178727858
719,support,66.45196121266851
720,medium,66.36619233090082
721,stuck,66.35420331478093
722,transport,66.3441251398075
723,rich,66.2748927656403
724,focus,66.24913773648115
725,st,66.24468617236053
726,release,66.20467557364675
727,poor,66.18637132966981
728,arrange,66.10327118515112
729,gorgeous,66.05938730410529
730,mother,65.98271698445326
731,gallery,65.9666278683073
732,true,65.94894705273825
733,sound,65.87392968546303
734,lady,65.86082942066058
735,mean,65.85557436142108
736,stun,65.82875106118424
737,charm,65.77617631969655
738,tea,65.74124770736985
739,police,65.72222030304609
740,pool,65.63290307452203
741,empty,65.59435929360464
742,track,65.59080055942809
743,former,65.56272564134059
744,teach,65.54041967842379
745,walkway,65.51128663017639
746,via,65.48550988587074
747,destination,65.44358797799728
748,neat,65.41788919568134
749,project,65.40836895994478
750,elegant,65.36461990692682
751,date,65.3188706549401
752,strange,65.28952741815782
753,similar,65.27791951383335
754,appreciate,65.27216216977152
755,reason,65.25978168007684
756,confuse,65.25292109163279
757,among,65.22638882013142
758,movie,65.15213121936415
759,giant,65.11055822060057
760,tower,65.10037306713198
761,smile,65.07068159165036
762,bath,65.06838553183069
763,touch,65.05504202498649
764,standard,65.04137478003281
765,everywhere,65.01297294341438
766,meat,64.985688306415
767,continue,64.92635830195113
768,ton,64.91411480188322
769,classic,64.8767401331818
770,china,64.87266220283097
771,wooden,64.84450072047927
772,feature,64.78132968002359
773,area,64.77900498853728
774,vibe,64.75094977632867
775,usual,64.74585732109807
776,job,64.6874527707719
777,raise,64.66537997852078
778,accessory,64.65667164419344
779,four,64.60294529256505
780,angle,64.57686688538881
781,brought,64.53226161858623
782,development,64.49967017052931
783,dharma,64.45790586455915
784,mosque,64.44298007191675
785,pagoda,64.42447496899634
786,ferry,64.33643787024033
787,use,64.3086870930066
788,girl,64.30531859435786
789,nan,64.18130721675395
790,glass,64.15138298023695
791,gift,64.14468153707482
792,dinner,64.09268575538223
793,indoor,64.09209860732211
794,western,64.06859467686158
795,mainly,64.00564229185697
796,residence,63.96340863079916
797,pick,63.9317412680805
798,landscape,63.837168978952114
799,authentic,63.771794589714354
800,people,63.65794561099131
801,instead,63.58320444894718
802,son,63.564482061106204
803,otherwise,63.555575119898066
804,sunset,63.53742193363162
805,major,63.51628686080299
806,craft,63.50599310743055
807,bargain,63.49617130376805
808,luck,63.495906740586065
809,truly,63.45403438696077
810,umbrella,63.44440611545007
811,deal,63.43265398361884
812,either,63.42545688213777
813,power,63.40564501055382
814,fan,63.34514068382495
815,prepared,63.32703416880105
816,ice,63.31839930017655
817,massage,63.221261271771425
818,phone,63.13259128230176
819,hold,63.12353742044236
820,wow,63.07133160194958
821,man,63.037096821425685
822,form,63.01830644298689
823,dont,63.01780201494362
824,carry,63.01299671040812
825,bustling,62.92273606851399
826,regular,62.88120302338962
827,sight,62.85601936581394
828,require,62.84102426293796
829,step,62.81535914579524
830,highlight,62.81124582669185
831,neighborhood,62.79237595371036
832,generation,62.786155588411724
833,comfortably,62.732230254936695
834,stone,62.65526601902646
835,separate,62.55738610500966
836,prepare,62.53454282499637
837,km,62.53022340620586
838,base,62.4843333610608
839,cat,62.42778506999022
840,crazy,62.37395650874817
841,language,62.36761605619418
842,villager,62.29676032966546
843,future,62.27822854843397
844,children's,62.17538411299299
845,khun,62.14823046762627
846,bicycle,62.13358078658752
847,object,62.12305375081599
848,everyday,62.08768361092218
849,halal,62.077658574102124
850,share,62.0390622900197
851,sculpture,62.03753146968279
852,capital,61.97161295435156
853,coconut,61.95796779602619
854,lane,61.94814382533704
855,straight,61.93159505905344
856,visit,61.83038053891152
857,time,61.81974260417642
858,typical,61.79175639810582
859,personally,61.76662916586302
860,arun,61.749883656193774
861,direction,61.725721884408244
862,happen,61.7150453987657
863,restore,61.65446484023591
864,moment,61.61305405634912
865,north,61.6095606693295
866,heritage,61.583033134523035
867,magical,61.56672345246527
868,enjoyable,61.54804860074998
869,sleep,61.544170886038785
870,lively,61.47950913713742
871,theme,61.446553374894826
872,fall,61.3665920335606
873,amount,61.36574343191643
874,serene,61.350982794164246
875,case,61.35070881497081
876,entertainment,61.22976444619884
877,breeze,61.18820517928768
878,lead,61.18023480699957
879,load,61.16560226055147
880,ample,61.16170282962009
881,perform,61.16167269121891
882,sea,61.147330477755744
883,update,61.111087059049225
884,entire,61.054965455950544
885,write,61.02986017429777
886,camera,60.994872495045065
887,convenience,60.96381299627253
888,dedicate,60.93717073703501
889,guy,60.927640797803434
890,rarely,60.85270084912442
891,performance,60.77575887100458
892,cut,60.61568236105153
893,cloth,60.60207588120245
894,noon,60.601366460096365
895,men,60.55414817855518
896,maintenance,60.539964762626724
897,situate,60.423431860542486
898,favourite,60.38042217911136
899,game,60.37518747664798
900,south,60.340755115234
901,riverside,60.29518483804718
902,lucky,60.29166176060068
903,chatuchak,60.272029681689396
904,born,60.25028335745472
905,note,60.16627746464005
906,dog,60.13775435529191
907,mini,60.11120430452317
908,driver,59.97626718577675
909,parent,59.97558064916453
910,row,59.95879411168177
911,establish,59.91084537195397
912,chulalongkorn,59.85679636992984
913,highness,59.827376599425996
914,alone,59.81318947359744
915,suan,59.80950155682911
916,cleanliness,59.80425551087059
917,official,59.79196023558397
918,wood,59.757945595314084
919,whether,59.73750126092258
920,pricey,59.734739968121964
921,completely,59.66946884402672
922,queue,59.62585508226121
923,soon,59.583166838840235
924,five,59.433165428519665
925,hit,59.3865023419362
926,drinking,59.3520702673122
927,beer,59.334717227605026
928,flea,59.28519995853287
929,escape,59.256722253321946
930,recently,59.25129351670305
931,fascinate,59.17442553758216
932,brother,59.17364827820164
933,superb,59.16625892784928
934,fully,59.16362769104259
935,indian,59.14170427747039
936,lung,59.12639012107815
937,childhood,59.107307358675534
938,architectural,59.08027333101844
939,chapel,59.07279633226922
940,artist,58.93293038243092
941,material,58.92699742015918
942,honor,58.918532101393936
943,repair,58.852417348078994
944,lonely,58.84844537728327
945,relatively,58.824515216269155
946,paradise,58.763957753705355
947,square,58.73875174046873
948,quick,58.73471397264072
949,queen,58.71008517598464
950,related,58.695435053677095
951,boring,58.668341872596834
952,enshrine,58.6501132122449
953,black,58.64670097836946
954,thousand,58.632586399007586
955,grill,58.59764342883853
956,menu,58.49448105098938
957,admire,58.46164854505839
958,ix,58.421322664180956
959,paid,58.24874651792451
960,originally,58.24873722486862
961,thanks,58.20869180847519
962,conveniently,58.19487902931436
963,average,58.17469800253307
964,save,58.1646518086974
965,scene,58.164239118943016
966,explanation,58.161385464496945
967,spectacular,58.136464910257295
968,personal,58.11473634412306
969,downtown,58.051002082366956
970,fitness,58.0357199069171
971,educational,58.00823729060439
972,nice,58.00748956114698
973,shrimp,57.92589973619114
974,hospital,57.879152997089115
975,shoot,57.87221374621293
976,chair,57.84496991848737
977,exchange,57.83550848822896
978,example,57.80137544697497
979,packed,57.725345406175265
980,upper,57.6823964122316
981,clearly,57.67289183607225
982,directly,57.667603218264226
983,produce,57.65391263705063
984,screen,57.62334556262483
985,oasis,57.59036540801345
986,attractive,57.548196492252764
987,outstanding,57.50463811581205
988,video,57.47622266955729
989,till,57.44178586323158
990,gym,57.36335672176843
991,attach,57.34539453122827
992,curry,57.28952760688866
993,conditioning,57.277817668962186
994,stick,57.21499143072911
995,religion,57.208603382391985
996,turtle,57.19138117806454
997,mr,57.15417199294831
998,fact,57.13787053151789
999,memorial,57.09472495749828
1000,improvement,57.07828416851702
1001,nation,56.942607116236545
1002,asia,56.90716463280638
1003,incredible,56.90042697750589
1004,ideal,56.83195560523656
1005,attention,56.80709409385736
1006,library,56.75462317826922
1007,meditate,56.74776641137281
1008,chakri,56.718919055309705
1009,third,56.71703290942984
1010,totally,56.69968122860087
1011,tradition,56.608999324395725
1012,anywhere,56.58110475400266
1013,merchant,56.57881702566796
1014,wrong,56.57222393732212
1015,extra,56.5114569721706
1016,matter,56.500494695711765
1017,retail,56.498018864979855
1018,broken,56.49315163931166
1019,khao,56.439739695656606
1020,newly,56.3897329152574
1021,happiness,56.33908212579102
1022,wet,56.3340549273663
1023,courtyard,56.32455679830072
1024,lotus,56.30910994131007
1025,post,56.281803267438114
1026,informative,56.23597514922339
1027,si,56.231520924353184
1028,deep,56.22615224398683
1029,orderly,56.21476520822481
1030,milk,56.188378025806195
1031,rate,56.152247091121914
1032,importantly,56.13405701626612
1033,season,56.110480258613315
1034,scary,56.10341278215117
1035,commercial,56.07217891592929
1036,longer,56.04132844025135
1037,shirt,56.00980162430143
1038,total,55.995442121923304
1039,window,55.95273362103515
1040,list,55.92389872746695
1041,surprised,55.88733652265763
1042,conditioner,55.88583860013042
1043,contemporary,55.83325673642934
1044,san,55.80137196359544
1045,state,55.769329435015955
1046,grass,55.744978925212884
1047,leg,55.70241624948151
1048,come,55.69216307877327
1049,content,55.66940278146508
1050,guest,55.648962363536576
1051,party,55.61919478022676
1052,there’s,55.57728384140022
1053,buddha's,55.56549704766786
1054,nicely,55.53246538625146
1055,grow,55.50350573006924
1056,bore,55.462965921708836
1057,block,55.43234092664845
1058,sathu,55.41486383972046
1059,photograph,55.34134174524837
1060,intersection,55.338578659910915
1061,vast,55.320049999651594
1062,thong,55.316175510934755
1063,trade,55.30530267653721
1064,wander,55.29874213519558
1065,restoration,55.26847434501995
1066,closing,55.25507224016267
