,name,vector
0,natural feature,"[ 0.10601698  0.01315946 -0.06278028 -0.04638595  0.00348782 -0.00074681
  0.02327442  0.02153487  0.05647336 -0.01649159  0.07305271  0.04312021
 -0.07220118 -0.08472084 -0.02316554 -0.03720799  0.00646949  0.01404084
  0.08921778 -0.02856415 -0.04416975  0.07249627 -0.00501163  0.07485259
 -0.00631641  0.06608007 -0.00869379 -0.03146806 -0.03993038  0.00527219
 -0.04408182 -0.01443464  0.03552441 -0.02424542 -0.00593597  0.03036006
  0.07707641 -0.00083244  0.02125039 -0.02774314  0.03093008  0.02302665
  0.06350828 -0.0012582   0.03897671  0.02882371 -0.01154589  0.00894059
 -0.02949199  0.00596633  0.03789518 -0.06832124  0.0735659   0.05689086
  0.03165337 -0.09694119  0.070118   -0.02148872 -0.0636696   0.02977128
 -0.098737    0.00614646 -0.03793896  0.02083766 -0.03736693  0.04921881
 -0.03130053 -0.03450813 -0.04792752 -0.03449145 -0.00610274  0.03749179
 -0.01298156  0.01728021 -0.04824604 -0.04107634 -0.04846845 -0.0696096
 -0.0522464   0.08086234 -0.08020119 -0.04944345  0.03011081  0.05697249
  0.02413104  0.04322858  0.01331923 -0.03192268 -0.00235662 -0.00272471
 -0.01721317 -0.01257561  0.03477407 -0.05372423 -0.04378663 -0.04124729
  0.0306473  -0.07157233  0.00169923 -0.0321588  -0.02375418  0.05106795
  0.04943413  0.07053832  0.0154724   0.00111082 -0.00080845  0.00083855
 -0.01141457  0.02578834  0.0321164   0.02376162  0.01421293  0.05531926
 -0.03583287 -0.0647473   0.00052556  0.04146929 -0.00072351  0.0712378
 -0.07856735  0.00496782  0.02473199 -0.03577335 -0.02298222 -0.06075459
  0.02496058  0.09084589  0.0824597  -0.01941064  0.00674938  0.00646091
  0.03747791  0.07428181 -0.00092677 -0.08017662 -0.01734075 -0.06647401
 -0.06743663 -0.01177072  0.02648473  0.01548433 -0.01545993 -0.07342798
 -0.01124177  0.06526486  0.03808774  0.01385597 -0.0418915   0.00629257
  0.0118233  -0.02991845 -0.05485786 -0.01399122 -0.03342725  0.03040121
  0.02382243 -0.001284    0.03135202  0.01114267 -0.07316106  0.03209265
  0.08696789  0.00579955  0.05166195  0.06008651  0.06541287  0.02552416
 -0.02760532  0.0816093  -0.06964467  0.05229362 -0.03168788  0.04444882
  0.04816099 -0.02282429  0.00152244 -0.02350026 -0.00891012 -0.07074173
  0.02112152  0.03045291 -0.06942441 -0.0442142  -0.03068894 -0.01641038
 -0.0281195  -0.00437155 -0.09540026 -0.01874352  0.07707752 -0.02688654
  0.03915935 -0.08548656 -0.07303794 -0.053434   -0.02754544 -0.07792883
 -0.0276469   0.09304274 -0.03286079  0.08006927 -0.08305661  0.03524813
 -0.06508392  0.00969514 -0.06426307 -0.05066004  0.06661693 -0.06900587
  0.08926459 -0.01737022  0.0457238   0.04186334 -0.02569523 -0.02038384
 -0.02008205  0.04466056 -0.01139462 -0.05025568 -0.03595393 -0.02655165
  0.03126601 -0.023345    0.01664639 -0.05176313  0.08773675  0.04335751
 -0.0145407   0.02586133  0.01878828  0.04081335  0.00436539 -0.03855905
 -0.00410032 -0.02374269 -0.00805415  0.07439657 -0.01248399  0.02252264
 -0.08033133 -0.02463226 -0.00640076  0.01264901  0.05168125  0.07683313
  0.04997646 -0.01098772 -0.07899528 -0.02354028 -0.01525491  0.04131209
  0.01634725  0.03682981  0.00761424 -0.04974208 -0.02473466  0.01212058
  0.06110768 -0.06580696  0.00406183 -0.07085346  0.00299393 -0.0624126
 -0.05974427  0.00347056 -0.01055373 -0.01477176  0.03181295 -0.01905623
 -0.01035092 -0.04662281  0.03532415  0.04785434 -0.03352743 -0.04187398
  0.04893801 -0.03923    -0.02535824 -0.01101066 -0.03985896  0.01574991
 -0.02026083  0.04019345  0.06303519  0.0806713   0.02994411  0.02598841
  0.03722448  0.06128953  0.036036   -0.01626776  0.00427701  0.04348771
 -0.02819557  0.0141961  -0.0141844  -0.00907888  0.00615219 -0.04110259
 -0.02423484 -0.01506758 -0.03790327  0.04439465  0.05225771 -0.05567421
  0.01087328  0.07614291  0.02262797 -0.01054204 -0.00719591  0.02573777
  0.01705044  0.01205129 -0.07513499  0.09939199  0.05874936  0.00662669
  0.0377985   0.02445222 -0.02960012 -0.05222866  0.06828161 -0.08830857
 -0.05279843  0.01437895  0.00740398 -0.03885073 -0.03520996  0.05761716
  0.00298589 -0.01319367 -0.04646424 -0.00587877  0.01256617 -0.03331029
 -0.04960565  0.00413911 -0.08445262  0.00883108  0.02242734  0.03233812
 -0.0409508  -0.02834511  0.06997436 -0.04812454 -0.02437972  0.0109365
 -0.0584105   0.03210136 -0.04733029  0.04701824 -0.01866553  0.03481831
  0.04792045 -0.06084469  0.00209296  0.01477399 -0.02002494 -0.03179425
  0.05378962  0.01610356  0.01694852 -0.01097731  0.03878576  0.0319114
 -0.01889963  0.03595083 -0.09122907  0.0537784   0.00402898  0.01704747
 -0.0453367   0.04145692  0.08255664  0.00063373  0.03402974 -0.05605624
 -0.07626512 -0.04348128  0.08017597  0.03131121  0.06290497  0.04344481
  0.06935401 -0.00813491  0.04394339 -0.04618005 -0.02349345  0.03134868
  0.05547397  0.03781591  0.03704895  0.00373993 -0.06653889 -0.03646743
 -0.00751499 -0.06043042  0.0420459  -0.00022159  0.07081624 -0.01150748
 -0.01885631 -0.03435921  0.04634118  0.06457952 -0.04770583 -0.00378019
 -0.02882925 -0.07466583  0.0059217   0.06434438 -0.01216344  0.00359771
  0.06060222 -0.01170561  0.040629    0.06495389  0.00718429 -0.05311933
 -0.01630154  0.04540278  0.03480146 -0.02882268 -0.06835853 -0.013586
 -0.07407394 -0.01710455  0.0734506  -0.00320204 -0.00680299 -0.03633813
  0.01954232  0.03477982  0.01374867  0.02411445 -0.0601325  -0.06314815
  0.04208846  0.03089309 -0.02136256  0.00211353  0.00043132 -0.03022189
  0.0021174  -0.04239406  0.01202539  0.03414249  0.00782241 -0.08335675
  0.06259393  0.0476114  -0.07628861 -0.0048251   0.01847311 -0.01251671
 -0.01137016 -0.00690887 -0.03107095 -0.00637176 -0.03568038 -0.06545961
 -0.03498587 -0.02547761  0.0738669   0.05223416 -0.04226666 -0.02383706
  0.02255547  0.00331723  0.01086422 -0.00919868  0.00124163  0.00541321
  0.06137043  0.03253112 -0.02362493  0.04164351 -0.02226911  0.07069024
  0.04737408  0.07008342 -0.0037356   0.04530634  0.02363504 -0.03775211
 -0.0619235  -0.07283136 -0.06086453 -0.02048687 -0.08824606  0.04501882
  0.04784509  0.03077385 -0.02720262 -0.04686756 -0.05291357 -0.03383752
  0.04353477 -0.01514603  0.08092075  0.07194903 -0.07625088 -0.05197723
 -0.04127638  0.02395071  0.07768718 -0.04717534 -0.00849389 -0.02767953
 -0.0402352  -0.0762954 ]"
1,museum,"[ 9.77382734e-02 -4.16458547e-02 -3.27440798e-02  4.54188362e-02
 -5.87618677e-03  7.28079528e-02  2.04812158e-02 -7.71699622e-02
 -4.11536545e-02 -7.59529546e-02 -6.20359294e-02  5.37035465e-02
 -6.56060576e-02  5.20849153e-02 -7.97920823e-02 -2.24192208e-03
  7.16582313e-02 -2.95270309e-02  8.09846073e-02  4.02690805e-02
 -2.48561166e-02  9.36088637e-02  4.04578894e-02 -6.16416968e-02
 -3.21750306e-02  1.85774416e-02  2.84652859e-02 -2.56626271e-02
  4.15701196e-02  1.78138558e-02  5.90803586e-02  6.12892993e-02
 -7.84602668e-03 -7.85755664e-02  1.60596967e-02 -6.81252256e-02
  7.25183962e-03 -2.96316575e-02  5.11366762e-02 -6.84880698e-03
 -1.77729893e-02 -5.55869332e-03  5.78821637e-02 -6.23566136e-02
  4.66747917e-02  6.30209148e-02 -5.14112003e-02  4.76064049e-02
  2.89310999e-02  3.98030095e-02  6.33581206e-02 -8.78196135e-02
  1.75467087e-03  6.72958791e-02 -4.91071045e-02 -9.76616070e-02
  4.93350811e-03  4.85702679e-02  1.53528303e-02 -1.41487923e-02
 -1.91900898e-02 -1.17087187e-02  3.01988237e-02 -2.70513240e-02
  8.61828253e-02 -1.02069636e-03 -1.73337441e-02 -7.06029162e-02
 -8.92123394e-03 -4.64147888e-02  4.96741123e-02 -2.21448299e-02
 -3.90987210e-02  8.98352446e-05  3.85217518e-02 -3.72621901e-02
 -3.06541286e-02  4.76768706e-03  4.18012775e-03  9.31968018e-02
 -9.17693675e-02 -2.11218651e-02  7.12729543e-02 -4.23322320e-02
  2.04436965e-02 -1.94614921e-02  3.76055762e-02  2.83002332e-02
 -4.57922630e-02 -3.42646576e-02 -1.06588360e-02  3.99618037e-02
 -3.40046845e-02  3.22642140e-02  4.05956283e-02 -6.28141835e-02
  3.87560055e-02 -2.28233431e-02  4.52459157e-02 -1.80362035e-02
  2.01942436e-02 -6.59830049e-02  3.91847678e-02  1.00742737e-02
  2.73385216e-02 -5.95807023e-02 -4.68533933e-02 -7.33934417e-02
 -3.34698856e-02 -6.36399835e-02  3.45715657e-02  2.13647950e-02
 -3.77861299e-02 -1.65851526e-02 -3.41556258e-02  3.22985947e-02
 -1.49210077e-02  4.58123498e-02  5.36905602e-02  1.96326878e-02
  4.08580434e-03  1.26444642e-03  3.11870836e-02  5.69846656e-04
  1.75268333e-02 -2.65516508e-02 -3.36012468e-02  1.42866233e-02
 -8.07535499e-02  6.14258759e-02  6.14403887e-03 -8.38465691e-02
 -7.75839537e-02 -3.18444408e-02 -5.37984483e-02 -8.88003185e-02
  2.52352897e-02  3.02261058e-02 -5.38566262e-02  2.80137211e-02
  3.92422602e-02 -7.75373355e-02  3.24590355e-02 -6.63115978e-02
 -1.22639968e-03 -3.30790965e-04  8.28949958e-02  3.60047705e-02
 -5.73924184e-02  5.25650159e-02 -5.13978675e-02 -2.20401045e-02
  2.59148218e-02  3.38758039e-03  4.23444398e-02  1.11154206e-02
 -1.00004720e-02 -3.93372811e-02  4.64319848e-02  3.40227485e-02
  6.77646091e-03  5.99742606e-02 -2.93359496e-02 -3.69920544e-02
  1.32099437e-02  4.27522361e-02  4.33825105e-02 -4.09926474e-02
  4.82725948e-02 -8.87458120e-03 -4.77780178e-02  2.81159692e-02
 -6.12375811e-02 -4.35525030e-02 -5.59163205e-02 -6.79586735e-03
 -3.15136127e-02  2.57695876e-02  4.00584564e-02 -2.67969500e-02
 -9.24467016e-03  2.43740510e-02 -4.66651991e-02  3.75638753e-02
  3.82961705e-02 -1.71804428e-02 -3.82868461e-02 -4.40100254e-03
 -6.25477955e-02 -4.37632799e-02  6.56299368e-02  4.59759161e-02
 -1.94244422e-02 -1.75949801e-02 -5.17613031e-02 -6.02413062e-03
  5.73485047e-02 -2.54983976e-02  5.53953880e-03 -1.68866087e-02
  4.28479090e-02 -5.30878976e-02  7.39321038e-02 -1.12297321e-02
  7.24466220e-02 -1.54196648e-02 -8.82435404e-03  6.64302707e-03
  1.50573486e-02  6.36153221e-02  2.99828388e-02 -7.55084157e-02
 -2.46722642e-02  4.41199057e-02 -7.61033269e-03  1.80724710e-02
  2.23549232e-02  4.46326137e-02 -5.32438233e-02  1.93082988e-02
  2.98832846e-03  2.54259532e-04  8.94938037e-03  3.52239162e-02
  5.44310659e-02  6.76389858e-02  3.10512874e-02 -7.96366483e-02
 -8.17846209e-02 -1.26982769e-02  4.38798778e-02 -7.02752322e-02
  3.30801420e-02  1.01953927e-04  3.59011702e-02  1.49868447e-02
 -2.00792383e-02  5.36178984e-02  5.17598316e-02  1.43407881e-02
  3.92565951e-02  8.44160188e-03  3.58553678e-02 -7.17092901e-02
  1.59340631e-02  2.74363603e-03  9.22168121e-02 -6.40287325e-02
 -3.59107479e-02  4.12630327e-02  6.28964156e-02 -5.05670235e-02
  5.57790659e-02  9.01369229e-02 -4.52322438e-02 -1.52981458e-02
  6.36873022e-02 -2.66077705e-02 -2.22307071e-03  1.50232911e-02
  7.98059702e-02 -3.79799940e-02  6.50007129e-02  7.96791315e-02
 -8.34885612e-02 -1.04338732e-02 -1.45789543e-02 -6.26681522e-02
  1.36664798e-02  5.39723486e-02 -6.46014139e-02 -5.49311824e-02
  1.60303060e-02  2.26780446e-03  4.78819571e-03 -9.89646185e-03
  4.38640267e-02  1.79641154e-02  6.38225302e-02 -1.66236665e-02
 -2.16112044e-02 -4.68750000e-02 -3.62796485e-02  2.66494672e-03
 -8.28958824e-02 -4.46961308e-03  2.46024709e-02 -3.94478291e-02
  9.76923108e-03  3.87346596e-02  4.21807542e-02  2.96536852e-02
 -6.98268190e-02  8.33675191e-02  4.26024310e-02 -4.92435917e-02
 -3.36960405e-02  6.68398514e-02 -7.74265453e-02  4.36624214e-02
  3.72101888e-02  2.97147054e-02 -4.30083200e-02  2.46801842e-02
 -4.96753417e-02 -2.86267810e-02  1.51657974e-02  7.35911950e-02
 -1.34991594e-02  5.55154122e-02  1.67171117e-02  4.94082756e-02
  3.74230891e-02 -6.16961606e-02 -4.35661413e-02 -1.26348613e-02
 -3.09269316e-02  6.34816065e-02  5.25331460e-02  6.36331066e-02
  4.76962253e-02 -9.55210160e-03 -2.58389115e-02 -9.58436653e-02
  1.93575677e-03 -5.73083796e-02  2.82838568e-02  4.59636264e-02
  1.78932771e-02 -5.57764135e-02 -2.31957082e-02 -2.46398970e-02
 -4.86814305e-02 -7.59586841e-02 -7.45857731e-02 -2.08697915e-02
 -5.17400540e-02 -5.82933873e-02  1.38308341e-03 -2.25934684e-02
 -6.91222958e-03 -5.13601564e-02 -5.28836101e-02  1.29644433e-02
  1.26477228e-02 -1.39754601e-02  2.61357073e-02 -7.35526846e-04
 -6.75521120e-02 -2.96162907e-02  2.91984249e-02  1.32033248e-02
  3.84998717e-03  1.76957354e-03 -3.70126478e-02 -2.59594955e-02
  6.34035692e-02 -5.46588609e-03  4.80379798e-02 -6.69322833e-02
  1.33421859e-02  7.77723268e-04 -4.77491692e-02 -3.12165450e-02
  6.87432662e-02 -7.44901150e-02 -3.11585870e-02 -3.74013409e-02
 -3.72357965e-02  5.42974703e-05  6.68203384e-02 -1.00454863e-03
  2.35021003e-02 -1.10583482e-02 -6.57488266e-03  6.12226874e-02
 -6.74683377e-02  3.48867103e-03  1.48591846e-02  8.54654610e-02
 -6.36874884e-03 -4.67477478e-02 -2.97595467e-02  2.28490327e-02
  7.65405130e-03 -3.27538215e-02 -7.09923953e-02 -4.15456556e-02
 -3.49805094e-02  5.08229900e-03  2.83164904e-02  5.27893044e-02
  1.88516770e-02 -3.22935614e-03 -4.29444164e-02  1.04464777e-02
  7.25264661e-03  1.22397570e-02  2.20748018e-02  4.12177145e-02
  2.36538835e-02 -3.90908867e-02 -1.68186408e-02 -3.80737819e-02
  1.13258278e-02  4.64656800e-02  5.94946668e-02 -2.71165129e-02
 -2.43207067e-02 -6.17663749e-02 -7.77213741e-03 -2.30416097e-02
 -4.49608453e-03  1.31192626e-02 -3.26585001e-03  2.71650795e-02
  6.52238876e-02  5.76161267e-03 -5.64438067e-02  3.56384218e-02
  7.05293491e-02  3.98815162e-02  2.12477650e-02  1.44502716e-02
 -3.86583209e-02 -4.42054868e-02 -5.34765273e-02 -2.03282526e-03
  5.42564690e-02 -6.50520176e-02 -1.78485494e-02  6.06991649e-02
 -5.82183637e-02 -2.75405101e-03 -1.41124809e-02 -3.80313285e-02
 -1.59835517e-02  1.45367282e-02 -1.48421107e-02  2.24729050e-02
 -2.09351815e-02  6.95168460e-03  7.53012523e-02 -4.01158258e-02
  8.49984773e-03 -2.49846373e-02  4.32616286e-02  7.25866631e-02
 -7.84892887e-02  6.02944270e-02 -1.10681085e-02  8.55148491e-03
  7.37613365e-02  7.39967898e-02  2.01365128e-02 -3.70590463e-02
  5.88821843e-02  3.59370299e-02  3.16712889e-03 -8.04975033e-02
  1.98937254e-03  3.48267779e-02 -2.61547267e-02 -4.44742218e-02
  6.38002157e-02 -5.35122082e-02 -1.95978000e-03 -2.62157582e-02
  6.56231567e-02 -5.09044565e-02  2.54715071e-03 -1.77100077e-02
 -5.40241338e-02  3.07239052e-02  3.16831619e-02  2.94321924e-02
  2.29098201e-02 -2.11890950e-03  4.48486619e-02 -2.25804597e-02
  6.94620162e-02  8.36073086e-02 -4.52248678e-02 -2.83052940e-02
 -7.17229918e-02 -2.57956963e-02 -4.18929197e-03 -7.60042593e-02
  6.36808574e-03  2.43322551e-02  5.84257878e-02 -1.44409016e-02
  7.68030435e-02 -4.80186939e-02  2.51624137e-02 -4.16989960e-02
  3.14982571e-02 -4.97010648e-02  2.15665344e-02  6.12461679e-02
  3.48935798e-02  1.70143936e-02 -6.39682487e-02  2.79304553e-02
  3.98362465e-02 -7.15534016e-02  2.62706378e-03  8.19106176e-02
 -2.86018029e-02  6.72610477e-02 -4.74358238e-02 -3.01962532e-02]"
2,park,"[ 0.10246298  0.01052605 -0.04789236 -0.00224517 -0.01709159  0.02585396
 -0.07083202 -0.05340454 -0.04874766 -0.00921983 -0.02450712 -0.03352972
 -0.07372979 -0.00978111 -0.01972476  0.01976123  0.03978739  0.02181439
  0.04188193  0.02299635  0.04527892  0.09491783 -0.00515607 -0.05887746
 -0.02143368 -0.04504874  0.05278447 -0.03882166 -0.00469675 -0.00245695
  0.09017772 -0.01670587  0.0875956  -0.08463354  0.04190491 -0.05328368
 -0.00762633  0.01587178  0.06942303 -0.02696704  0.0205725  -0.06331724
  0.05240988  0.01383237 -0.02199223  0.03322808 -0.03616807  0.01057712
 -0.02643117  0.01828141  0.0718333  -0.03860766 -0.04666612  0.02825438
 -0.00101005 -0.10206696 -0.01688037 -0.01236196 -0.03460929  0.00467927
 -0.03503488 -0.0276831   0.05246066  0.0223836  -0.03847782  0.01068087
 -0.01817801 -0.02964145  0.02920768 -0.00964839  0.06179344 -0.07762051
  0.00759803 -0.02229638 -0.01143745 -0.05274835 -0.03706259 -0.00190567
  0.01663956  0.08778851 -0.09729522 -0.02688858  0.05016273 -0.06346828
  0.00209389 -0.00505636  0.01082553 -0.04467604 -0.0473136   0.02047499
  0.05442462 -0.06430689 -0.06707477  0.03975723  0.03241592 -0.0493289
 -0.06589427  0.02547851 -0.01177369  0.01675001  0.014588   -0.04893994
  0.00230669  0.03319111 -0.0072054  -0.02860173 -0.00692788 -0.02947685
  0.02369992 -0.02642401 -0.04689628  0.03273775 -0.06015741 -0.01693133
 -0.03440618 -0.01488178 -0.04619338  0.01136344 -0.06277133  0.04119781
 -0.08604344 -0.00307712  0.06594412  0.06062963 -0.08245831 -0.00847854
 -0.01538395  0.03100607  0.00473124 -0.02385521 -0.0259805  -0.06027847
 -0.06733695  0.02180796 -0.04004765 -0.09896056  0.01898363  0.03862381
 -0.04402975  0.07432782  0.04339071 -0.05889957  0.01610815 -0.03197306
 -0.05793398  0.03608304  0.08606521  0.00406468 -0.08471178  0.03368704
 -0.0376142  -0.01405952  0.02485811 -0.05319902 -0.06366619 -0.0223182
  0.0116471   0.00906071  0.03089202  0.02037009  0.00949317  0.01932149
  0.06214099  0.08728745 -0.01999133  0.04720957 -0.00455589 -0.00738248
  0.00770976  0.00392901 -0.08314159 -0.05644059 -0.04380574 -0.01583436
  0.05337007 -0.02670879 -0.04770991 -0.0737105   0.01434658 -0.02879201
 -0.066749    0.04448859 -0.08237356  0.0475986  -0.02435381 -0.0426168
  0.06941842 -0.01299555  0.0076524  -0.07082418  0.00053118 -0.00998283
  0.07700064 -0.0625141  -0.01946665 -0.08894449  0.06573658  0.0448968
 -0.08816986 -0.06057142  0.00486491  0.08192926  0.06688573  0.01728013
 -0.05190568 -0.04579394 -0.07010152  0.04765108 -0.00936788  0.03054437
 -0.04028115 -0.02586535 -0.01004581  0.03925434  0.03354857 -0.02335657
 -0.00021689  0.00453522 -0.00044441  0.0207831  -0.01834951 -0.02148139
  0.05574001  0.08869555  0.0627092   0.00523499  0.06433224 -0.03011733
 -0.06420431 -0.06094453 -0.04210589 -0.03252591  0.06173127  0.0600451
  0.01956543  0.01399668  0.09027504 -0.02637055 -0.0194937  -0.00670387
 -0.03864832 -0.03194437  0.03530824  0.00734978 -0.04154493  0.02328793
  0.10009711 -0.01613184 -0.07957123  0.00448953  0.04848418 -0.02534345
  0.01135827  0.09718093 -0.01340636  0.02210432  0.03823118  0.00507725
  0.08179011  0.0115761   0.03671752 -0.0716616   0.03453323  0.00143178
 -0.06086785  0.01632583 -0.07326926 -0.01534813  0.00757621 -0.01140057
  0.04428071 -0.03104811 -0.04856005 -0.04061196  0.04059385  0.01345119
  0.03895549  0.0040084   0.06303346  0.00212594 -0.0483602  -0.05160199
  0.08781147  0.00960588  0.00798034  0.03995902  0.05059314 -0.0075171
  0.01881327 -0.05257267  0.08744325  0.00561826 -0.04718442  0.06423314
  0.05860592 -0.03889667  0.00015091  0.02428639 -0.00555686 -0.00564119
  0.05440988  0.05034075 -0.06730745  0.00798831 -0.08601266  0.01422125
  0.00423432  0.07854379 -0.0048714  -0.01594093  0.04144905 -0.01887637
  0.06131555 -0.00240797  0.01983295 -0.04455952 -0.05985017  0.07623084
 -0.00647176  0.00859392 -0.02268082 -0.00472395 -0.00270307 -0.02120862
  0.04285479 -0.06368417 -0.05572374  0.03578511  0.02959045 -0.0473666
 -0.03843048 -0.02367287 -0.06719744  0.05033445 -0.01390097 -0.04622168
 -0.04705738 -0.05736841 -0.01026283  0.03621022 -0.0173367  -0.01851909
 -0.00972125 -0.0132293   0.0103367   0.02584176  0.00145207  0.03698099
 -0.05549677 -0.05831594  0.01849995  0.03951806  0.01416082 -0.03116992
  0.03322802 -0.07674199 -0.00941144  0.02990775  0.01924559 -0.06012195
 -0.00108813 -0.04731157 -0.03890938 -0.0358967   0.07678894  0.01778818
 -0.03948715 -0.04908852 -0.00496142 -0.03044205  0.01939207  0.03225609
  0.00662925  0.02751024  0.03761583 -0.07954896 -0.03870362 -0.04163029
  0.0398435  -0.02146292  0.04205884  0.05750396  0.00441398  0.01310671
  0.03995905 -0.04057968  0.03132576 -0.04596172 -0.03867126  0.07949707
  0.03834498  0.05116004 -0.0383668  -0.03281178 -0.05057355  0.04998527
  0.01265447 -0.02883949 -0.02427272  0.02865136  0.01354102  0.00696584
 -0.05341727 -0.01199905 -0.00349372  0.04617696 -0.03345324 -0.03912734
 -0.01611276  0.01992883 -0.05549896  0.03573334  0.01090355 -0.00926432
  0.06360918  0.01741146  0.06465203 -0.01745419 -0.05725509  0.02702338
  0.03861267  0.03791699 -0.05291753 -0.03712993 -0.06629307  0.03971428
 -0.09458257  0.03432592  0.04548398 -0.07867365 -0.06960385  0.08652506
 -0.01018388  0.01601188 -0.04349761  0.01005928  0.02458841 -0.02645078
 -0.02026916 -0.02038566 -0.03617954 -0.0165679  -0.03182804 -0.05348223
 -0.02096036  0.00042777  0.07056604  0.0242717  -0.07367972 -0.00694751
 -0.06609111  0.05389852  0.05306974  0.05677806  0.03704204 -0.01556705
  0.01102488 -0.05740791 -0.0177712  -0.07234978 -0.03561681  0.05105646
  0.04922278 -0.0094877   0.00109389 -0.05255548  0.06967052 -0.05621713
  0.07530294 -0.05284315 -0.00088484  0.02095312  0.06299511  0.01511575
  0.02722185  0.02169399  0.00037916 -0.0568798  -0.03019017  0.02625301
  0.05828159  0.08261766  0.05778095  0.04895423 -0.01641486  0.00896373
 -0.08372532 -0.09072024 -0.01040027  0.0115602   0.00766127 -0.07006151
  0.00278311  0.04646633 -0.06288515 -0.04344449  0.00096186 -0.02267379
  0.02985779  0.06433375 -0.07572277  0.01689744 -0.08105156  0.01098763
  0.04329267 -0.01740179  0.05229521 -0.00418565  0.01358659  0.03679505
 -0.02672746  0.01440853]"
